"Location","String Value","String Representation","Data Type"
"00aafa03","C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/wnd_probe.cpp","\"C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/wnd_probe.cpp\"","ds"
"00aafa87","C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/wnd_world.cpp","\"C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/wnd_world.cpp\"","ds"
"00aafacd","C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/collision/wnd_sphere_box_agent.cpp","\"C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/collision/wnd_sphere_box_agent.cpp\"","ds"
"00aafb28","C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/collision/wnd_sphere_sphere_agent.cpp","\"C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/collision/wnd_sphere_sphere_agent.cpp\"","ds"
"00aafb8e","C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/object/wnd_object.cpp","\"C:/Monolithsoft/BF2/prog/libs/wndlib/src/wndlib/object/wnd_object.cpp\"","ds"
"00ab34c8","C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/source/mm_mtl/internal/heap.cpp","\"C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/source/mm_mtl/internal/heap.cpp\"","ds"
"00ab3dc5","C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/source/mm_mtl/internal/heap_allocator.cpp","\"C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/source/mm_mtl/internal/heap_allocator.cpp\"","ds"
"00ab3e18","C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/project/win/../../source\mm_mtl/fixstr.h","\"C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/project/win/../../source\\mm_mtl/fixstr.h\"","ds"
"00ab3e7b","C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/source/mm_thread/mm_thread.cpp","\"C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/source/mm_thread/mm_thread.cpp\"","ds"
"00ab3ecd","C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/project/win/../../source\mm_thread/mm_thread_refcount.h","\"C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/project/win/../../source\\mm_thread/mm_thread_refcount.h\"","ds"
"00ab3f2e","C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/source/mm_thread/mm_thread_nx.cpp","\"C:/MonolithSoft/BF2/prog/libs/mcl/mm_lib/source/mm_thread/mm_thread_nx.cpp\"","ds"
